hh_index	cropsales_index	csal2g	csal2c	csal3	csal4	csal5	csal6	csal7	cropsales_id	cropsales_uuid	cropsales_submission_time	cropsales_parent_table_name	cropsales_parent_index	cropsales_tags	cropsales_notes	cropsales_version	cropsales_duration	cropsales_submitted_by
320.0	350	"roots_tubers"	"irish_potatoes"	103.0	0	103.0	0	60000				"APS_tz17_hh"	320					
321.0	351	"roots_tubers"	"irish_potatoes"	25.0	0	25.0	1	55000				"APS_tz17_hh"	321					
322.0	352	"roots_tubers"	"irish_potatoes"	60.0	0	50.0	0	35000				"APS_tz17_hh"	322					
322.0	353	"cereals"	"maize"	41.0	0	10.0	0	60000				"APS_tz17_hh"	322					
323.0	354	"cereals"	"maize"	28.0	0	20.0	0	70000				"APS_tz17_hh"	323					
323.0	355	"roots_tubers"	"irish_potatoes"	127.0	0	127.0	0	27000				"APS_tz17_hh"	323					
324.0	356	"cereals"	"maize"	38.0	0	20.0	0	35000				"APS_tz17_hh"	324					
324.0	357	"roots_tubers"	"irish_potatoes"	80.0	0	80.0	0	35000				"APS_tz17_hh"	324					
325.0	358	"cereals"	"maize"	320.0	10	315.0	10	8000				"APS_tz17_hh"	325					
325.0	359	"roots_tubers"	"irish_potatoes"	180.0	1	180.0	1	55000				"APS_tz17_hh"	325					
326.0	360	"cereals"	"maize"	8.0	0	6.0	0	35000				"APS_tz17_hh"	326					
327.0	361	"cereals"	"maize"	210.0	10	100.0	10	5000				"APS_tz17_hh"	327					
328.0	362	"roots_tubers"	"irish_potatoes"	45.0	1	40.0	1	60000				"APS_tz17_hh"	328					
328.0	363	"cereals"	"maize"	16.0	1	6.0	1	40000				"APS_tz17_hh"	328					
328.0	364	"legumes_oilseeds"	"sunflower"	3.0	1	1.0	2	50000				"APS_tz17_hh"	328					
330.0	365	"cereals"	"maize"	15.0	0	12.0	1	50000				"APS_tz17_hh"	330					
330.0	366	"roots_tubers"	"irish_potatoes"	80.0	0	60.0	0	70000				"APS_tz17_hh"	330					
331.0	367	"cereals"	"maize"	7.0	1	6.0	1	90000				"APS_tz17_hh"	331					
331.0	368	"roots_tubers"	"irish_potatoes"	7.0	1	5.0	1	60000				"APS_tz17_hh"	331					
333.0	369	"cereals"	"maize"	70.0	10	35.0	10	10000				"APS_tz17_hh"	333					
333.0	370	"roots_tubers"	"irish_potatoes"	35.0	10	28.0	10	7000				"APS_tz17_hh"	333					
334.0	371	"cereals"	"maize"	12.0	0	3.0	0	30000				"APS_tz17_hh"	334					
334.0	372	"roots_tubers"	"sweet_potatoes"	6.0	0	6.0	0	50000				"APS_tz17_hh"	334					
337.0	373	"cereals"	"maize"	10.0	0	5.0	0	50000				"APS_tz17_hh"	337					
337.0	374	"roots_tubers"	"irish_potatoes"	15.0	0	15.0	0	35000				"APS_tz17_hh"	337					
340.0	375	"cereals"	"maize"	11.0	0	9.0	0	50000				"APS_tz17_hh"	340					
341.0	376	"cereals"	"maize"	35.0	10	4.0	10	8000				"APS_tz17_hh"	341					
342.0	377	"legumes_oilseeds"	"beans"	3.0	10	1.0	10	30000				"APS_tz17_hh"	342					
342.0	378	"vegetables"	"veg_other"	2.0	5	1.0	5	42000				"APS_tz17_hh"	342					
345.0	379	"roots_tubers"	"irish_potatoes"	33.0	1	30.0	1	30000				"APS_tz17_hh"	345					
345.0	380	"legumes_oilseeds"	"field_peas"	10.0	10	8.0	10	20000				"APS_tz17_hh"	345					
346.0	381	"legumes_oilseeds"	"field_peas"	18.0	1	15.0	1	20000				"APS_tz17_hh"	346					
346.0	382	"cereals"	"maize"	8.0	0	3.0	0	70000				"APS_tz17_hh"	346					
346.0	383	"roots_tubers"	"irish_potatoes"	120.0	0	120.0	0	32000				"APS_tz17_hh"	346					
348.0	384	"cereals"	"maize"	4.0	0	3.0	0	90000				"APS_tz17_hh"	348					
348.0	385	"roots_tubers"	"irish_potatoes"	40.0	0	33.0	0	42000				"APS_tz17_hh"	348					
349.0	386	"legumes_oilseeds"	"field_peas"	2.0	1	1.0	1	80000				"APS_tz17_hh"	349					
349.0	387	"roots_tubers"	"irish_potatoes"	10.0	1	10.0	1	45000				"APS_tz17_hh"	349					
350.0	388	"roots_tubers"	"irish_potatoes"	4.0	1	4.0	1	30000				"APS_tz17_hh"	350					
350.0	389	"legumes_oilseeds"	"cowpeas"	1.5	1	5.0	10	20000				"APS_tz17_hh"	350					
350.0	390	"cereals"	"maize"	7.0	1	2.0	1	75000				"APS_tz17_hh"	350					
352.0	391	"roots_tubers"	"irish_potatoes"	6.0	1	6.0	1	35000				"APS_tz17_hh"	352					
356.0	392	"roots_tubers"	"irish_potatoes"	61.0	1	59.0	1	50000				"APS_tz17_hh"	356					
357.0	393	"roots_tubers"	"irish_potatoes"	217.0	10	217.0	10	2000				"APS_tz17_hh"	357					
358.0	394	"roots_tubers"	"irish_potatoes"	55.0	1	50.0	1	45000				"APS_tz17_hh"	358					
358.0	395	"cereals"	"maize"	17.0	1	7.0	1	30000				"APS_tz17_hh"	358					
359.0	396	"cereals"	"maize"	8.0	0	5.0	0	60000				"APS_tz17_hh"	359					
359.0	397	"legumes_oilseeds"	"beans"	2.0	0	1.0	0	2000000				"APS_tz17_hh"	359					
360.0	398	"cereals"	"maize"	30.0	0	20.0	1	120000				"APS_tz17_hh"	360					
360.0	399	"legumes_oilseeds"	"beans"	4.0	0	2.0	0	400000				"APS_tz17_hh"	360					
361.0	400	"cereals"	"maize"	40.0	10	20.0	10	10000				"APS_tz17_hh"	361					
362.0	401	"roots_tubers"	"irish_potatoes"	42.0	10	42.0	10	11000				"APS_tz17_hh"	362					
362.0	402	"legumes_oilseeds"	"legume_other"	2.0	10	2.0	10	50000				"APS_tz17_hh"	362					
363.0	403	"legumes_oilseeds"	"beans"	15.0	10	10.0	10	25000				"APS_tz17_hh"	363					
364.0	404	"legumes_oilseeds"	"beans"	4.0	0	350.0	8	1200				"APS_tz17_hh"	364					
365.0	405	"legumes_oilseeds"	"beans"	4.0	0	430.0	8	1200				"APS_tz17_hh"	365					
366.0	406	"legumes_oilseeds"	"beans"	2.0	1	10.0	10	22000				"APS_tz17_hh"	366					
367.0	407	"legumes_oilseeds"	"beans"	20.0	10	25.0	1	22000				"APS_tz17_hh"	367					
368.0	408	"cereals"	"maize"	20.0	1	10.0	1	90000				"APS_tz17_hh"	368					
369.0	409	"cash_other"	"pyrethrum"	76.0	8	76.0	8	2000				"APS_tz17_hh"	369					
372.0	410	"cereals"	"maize"	20.0	0	17.0	0	5000				"APS_tz17_hh"	372					
372.0	411	"legumes_oilseeds"	"beans"	18.0	10	5.0	10	25000				"APS_tz17_hh"	372					
373.0	412	"legumes_oilseeds"	"beans"	1.0	0	4.0	10	21000				"APS_tz17_hh"	373					
373.0	413	"roots_tubers"	"irish_potatoes"	1.0	0	20.0	8	4000				"APS_tz17_hh"	373					
377.0	414	"cash_other"	"pyrethrum"	4.0	1	4.0	1	80000				"APS_tz17_hh"	377					
378.0	415	"cash_other"	"pyrethrum"	1.0	1	1.0	1	200000				"APS_tz17_hh"	378					
379.0	416	"legumes_oilseeds"	"beans"	35.0	10	30.0	10	30000				"APS_tz17_hh"	379					
380.0	417	"cash_other"	"pyrethrum"	2.0	3	2.0	3	200000				"APS_tz17_hh"	380					
380.0	418	"legumes_oilseeds"	"beans"	2.0	0	1.0	1	120000				"APS_tz17_hh"	380					
381.0	419	"legumes_oilseeds"	"beans"	14.0	10	7.0	10	30000				"APS_tz17_hh"	381					
382.0	420	"legumes_oilseeds"	"beans"	11.0	10	10.0	10	25000				"APS_tz17_hh"	382					
383.0	421	"cereals"	"maize"	7.0	0	10.0	10	10000				"APS_tz17_hh"	383					
383.0	422	"legumes_oilseeds"	"beans"	5.0	0	3.0	0	144000				"APS_tz17_hh"	383					
385.0	423	"cereals"	"maize"	70.0	10	20.0	10	7000				"APS_tz17_hh"	385					
386.0	424	"legumes_oilseeds"	"beans"	30.0	10	25.0	10	20000				"APS_tz17_hh"	386					
386.0	425	"roots_tubers"	"irish_potatoes"	170.0	10	170.0	10	6000				"APS_tz17_hh"	386					
387.0	426	"cereals"	"maize"	20.0	0	10.0	0	50000				"APS_tz17_hh"	387					
387.0	427	"roots_tubers"	"irish_potatoes"	8.0	0	8.0	0	45000				"APS_tz17_hh"	387					
388.0	428	"cereals"	"maize"	60.0	1	30.0	1	108000				"APS_tz17_hh"	388					
