fp_index	fpweed_index	weeding_mo	weeding_wk	weeding_typ	fpweed_id	fpweed_uuid	fpweed_submission_time	fpweed_parent_table_name	fpweed_parent_index	fpweed_tags	fpweed_notes	fpweed_version	fpweed_duration	fpweed_submitted_by
290.0	487	3	3	1				"APS_tz17_fp"	290					
291.0	488	3	4	1				"APS_tz17_fp"	291					
292.0	489	3	1	1				"APS_tz17_fp"	292					
292.0	490	4	2	1				"APS_tz17_fp"	292					
294.0	491	2	3	1				"APS_tz17_fp"	294					
295.0	492	3	2	1				"APS_tz17_fp"	295					
296.0	493	1	1	1				"APS_tz17_fp"	296					
296.0	494	2	1	1				"APS_tz17_fp"	296					
297.0	495	1	4	1				"APS_tz17_fp"	297					
297.0	496	2	2	1				"APS_tz17_fp"	297					
298.0	497	3	1	1				"APS_tz17_fp"	298					
299.0	498	2	4	1				"APS_tz17_fp"	299					
299.0	499	3	2	1				"APS_tz17_fp"	299					
300.0	500	1	3	1				"APS_tz17_fp"	300					
301.0	501	1	1	1				"APS_tz17_fp"	301					
301.0	502	2	2	1				"APS_tz17_fp"	301					
301.0	503	3	1	1				"APS_tz17_fp"	301					
302.0	504	1	1	1				"APS_tz17_fp"	302					
302.0	505	2	1	1				"APS_tz17_fp"	302					
302.0	506	2	4	1				"APS_tz17_fp"	302					
303.0	507	12	2	1				"APS_tz17_fp"	303					
303.0	508	1	3	1				"APS_tz17_fp"	303					
304.0	509	1	1	1				"APS_tz17_fp"	304					
304.0	510	3	2	1				"APS_tz17_fp"	304					
305.0	511	1	1	1				"APS_tz17_fp"	305					
305.0	512	2	1	1				"APS_tz17_fp"	305					
306.0	513	4	2	1				"APS_tz17_fp"	306					
307.0	514	4	3	1				"APS_tz17_fp"	307					
308.0	515	1	2	1				"APS_tz17_fp"	308					
308.0	516	3	1	1				"APS_tz17_fp"	308					
309.0	517	4	1	1				"APS_tz17_fp"	309					
310.0	518	1	2	1				"APS_tz17_fp"	310					
310.0	519	3	4	1				"APS_tz17_fp"	310					
311.0	520	12	1	1				"APS_tz17_fp"	311					
311.0	521	1	3	1				"APS_tz17_fp"	311					
311.0	522	2	1	1				"APS_tz17_fp"	311					
312.0	523	12	4	1				"APS_tz17_fp"	312					
312.0	524	2	2	1				"APS_tz17_fp"	312					
313.0	525	1	4	1				"APS_tz17_fp"	313					
313.0	526	2	4	1				"APS_tz17_fp"	313					
313.0	527	3	4	1				"APS_tz17_fp"	313					
314.0	528	1	4	1				"APS_tz17_fp"	314					
314.0	529	3	3	1				"APS_tz17_fp"	314					
315.0	530	1	2	1				"APS_tz17_fp"	315					
315.0	531	3	2	1				"APS_tz17_fp"	315					
316.0	532	1	2	1				"APS_tz17_fp"	316					
316.0	533	2	1	1				"APS_tz17_fp"	316					
316.0	534	3	4	1				"APS_tz17_fp"	316					
317.0	535	12	1	1				"APS_tz17_fp"	317					
317.0	536	1	3	1				"APS_tz17_fp"	317					
317.0	537	2	3	1				"APS_tz17_fp"	317					
318.0	538	12	4	1				"APS_tz17_fp"	318					
318.0	539	3	3	1				"APS_tz17_fp"	318					
319.0	540	1	1	1				"APS_tz17_fp"	319					
319.0	541	1	4	1				"APS_tz17_fp"	319					
320.0	542	1	1	1				"APS_tz17_fp"	320					
320.0	543	1	4	1				"APS_tz17_fp"	320					
321.0	544	1	1	1				"APS_tz17_fp"	321					
321.0	545	2	4	1				"APS_tz17_fp"	321					
322.0	546	5	1	1				"APS_tz17_fp"	322					
323.0	547	1	1	1				"APS_tz17_fp"	323					
323.0	548	1	2	1				"APS_tz17_fp"	323					
324.0	549	1	4	1				"APS_tz17_fp"	324					
325.0	550	1	2	1				"APS_tz17_fp"	325					
325.0	551	2	2	1				"APS_tz17_fp"	325					
326.0	552	2	1	1				"APS_tz17_fp"	326					
326.0	553	3	3	1				"APS_tz17_fp"	326					
327.0	554	12	4	1				"APS_tz17_fp"	327					
327.0	555	2	4	1				"APS_tz17_fp"	327					
328.0	556	12	1	1				"APS_tz17_fp"	328					
328.0	557	1	3	1				"APS_tz17_fp"	328					
329.0	558	2	4	1				"APS_tz17_fp"	329					
329.0	559	3	1	1				"APS_tz17_fp"	329					
330.0	560	2	2	1				"APS_tz17_fp"	330					
330.0	561	4	1	1				"APS_tz17_fp"	330					
331.0	562	12	1	1				"APS_tz17_fp"	331					
331.0	563	2	1	1				"APS_tz17_fp"	331					
332.0	564	1	1	1				"APS_tz17_fp"	332					
332.0	565	3	1	1				"APS_tz17_fp"	332					
333.0	566	2	3	1				"APS_tz17_fp"	333					
333.0	567	4	1	1				"APS_tz17_fp"	333					
334.0	568	2	4	1				"APS_tz17_fp"	334					
334.0	569	3	3	1				"APS_tz17_fp"	334					
335.0	570	1	2	1				"APS_tz17_fp"	335					
335.0	571	2	3	1				"APS_tz17_fp"	335					
336.0	572	10	2	1				"APS_tz17_fp"	336					
337.0	573	1	2	1				"APS_tz17_fp"	337					
337.0	574	2	1	1				"APS_tz17_fp"	337					
338.0	575	12	1	1				"APS_tz17_fp"	338					
338.0	576	1	1	1				"APS_tz17_fp"	338					
339.0	577	2	1	1				"APS_tz17_fp"	339					
339.0	578	3	1	1				"APS_tz17_fp"	339					
340.0	579	12	1	1				"APS_tz17_fp"	340					
340.0	580	2	2	1				"APS_tz17_fp"	340					
341.0	581	10	4	1				"APS_tz17_fp"	341					
341.0	582	2	1	1				"APS_tz17_fp"	341					
342.0	583	5	2	1				"APS_tz17_fp"	342					
344.0	584	1	1	1				"APS_tz17_fp"	344					
344.0	585	3	2	1				"APS_tz17_fp"	344					
346.0	586	2	3	1				"APS_tz17_fp"	346					
346.0	587	4	2	1				"APS_tz17_fp"	346					
347.0	588	1	2	1				"APS_tz17_fp"	347					
347.0	589	2	4	1				"APS_tz17_fp"	347					
348.0	590	5	1	1				"APS_tz17_fp"	348					
349.0	591	2	4	1				"APS_tz17_fp"	349					
351.0	592	2	1	1				"APS_tz17_fp"	351					
352.0	593	4	1	2				"APS_tz17_fp"	352					
353.0	594	4	1	1				"APS_tz17_fp"	353					
353.0	595	5	1	1				"APS_tz17_fp"	353					
354.0	596	5	1	1				"APS_tz17_fp"	354					
355.0	597	5	4	1				"APS_tz17_fp"	355					
356.0	598	11	1	1				"APS_tz17_fp"	356					
356.0	599	1	1	1				"APS_tz17_fp"	356					
357.0	600	12	1	1				"APS_tz17_fp"	357					
357.0	601	1	4	1				"APS_tz17_fp"	357					
358.0	602	1	1	1				"APS_tz17_fp"	358					
358.0	603	3	1	1				"APS_tz17_fp"	358					
359.0	604	6	1	1				"APS_tz17_fp"	359					
359.0	605	7	1	1				"APS_tz17_fp"	359					
359.0	606	7	4	1				"APS_tz17_fp"	359					
360.0	607	5	1	1				"APS_tz17_fp"	360					
361.0	608	6	1	1				"APS_tz17_fp"	361					
361.0	609	6	2	1				"APS_tz17_fp"	361					
363.0	610	4	1	1				"APS_tz17_fp"	363					
364.0	611	6	3	1				"APS_tz17_fp"	364					
365.0	612	4	2	1				"APS_tz17_fp"	365					
366.0	613	4	4	1				"APS_tz17_fp"	366					
368.0	614	2	1	1				"APS_tz17_fp"	368					
369.0	615	4	2	1				"APS_tz17_fp"	369					
370.0	616	4	1	1				"APS_tz17_fp"	370					
372.0	617	5	1	1				"APS_tz17_fp"	372					
373.0	618	3	1	1				"APS_tz17_fp"	373					
374.0	619	2	3	1				"APS_tz17_fp"	374					
375.0	620	4	2	1				"APS_tz17_fp"	375					
376.0	621	4	2	1				"APS_tz17_fp"	376					
376.0	622	5	4	1				"APS_tz17_fp"	376					
377.0	623	2	3	1				"APS_tz17_fp"	377					
377.0	624	5	2	1				"APS_tz17_fp"	377					
378.0	625	4	4	1				"APS_tz17_fp"	378					
379.0	626	5	1	1				"APS_tz17_fp"	379					
379.0	627	5	4	1				"APS_tz17_fp"	379					
380.0	628	3	3	1				"APS_tz17_fp"	380					
380.0	629	4	3	1				"APS_tz17_fp"	380					
381.0	630	2	2	1				"APS_tz17_fp"	381					
381.0	631	5	3	1				"APS_tz17_fp"	381					
382.0	632	4	2	1				"APS_tz17_fp"	382					
383.0	633	4	4	1				"APS_tz17_fp"	383					
385.0	634	4	1	1				"APS_tz17_fp"	385					
386.0	635	4	2	1				"APS_tz17_fp"	386					
387.0	636	4	4	1				"APS_tz17_fp"	387					
388.0	637	4	2	1				"APS_tz17_fp"	388					
389.0	638	5	2	1				"APS_tz17_fp"	389					
391.0	639	4	1	1				"APS_tz17_fp"	391					
391.0	640	4	4	1				"APS_tz17_fp"	391					
392.0	641	3	2	1				"APS_tz17_fp"	392					
392.0	642	4	2	1				"APS_tz17_fp"	392					
393.0	643	4	2	1				"APS_tz17_fp"	393					
393.0	644	5	4	1				"APS_tz17_fp"	393					
394.0	645	3	4	1				"APS_tz17_fp"	394					
395.0	646	3	2	1				"APS_tz17_fp"	395					
396.0	647	3	3	1				"APS_tz17_fp"	396					
397.0	648	4	1	1				"APS_tz17_fp"	397					
398.0	649	2	1	1				"APS_tz17_fp"	398					
398.0	650	5	1	1				"APS_tz17_fp"	398					
399.0	651	4	1	1				"APS_tz17_fp"	399					
399.0	652	6	3	1				"APS_tz17_fp"	399					
400.0	653	4	1	1				"APS_tz17_fp"	400					
401.0	654	3	2	1				"APS_tz17_fp"	401					
401.0	655	4	1	1				"APS_tz17_fp"	401					
402.0	656	5	1	1				"APS_tz17_fp"	402					
403.0	657	3	4	1				"APS_tz17_fp"	403					
403.0	658	7	2	1				"APS_tz17_fp"	403					
404.0	659	3	1	1				"APS_tz17_fp"	404					
404.0	660	4	2	1				"APS_tz17_fp"	404					
405.0	661	3	3	1				"APS_tz17_fp"	405					
406.0	662	3	3	1				"APS_tz17_fp"	406					
407.0	663	3	3	1				"APS_tz17_fp"	407					
408.0	664	3	3	1				"APS_tz17_fp"	408					
409.0	665	3	1	1				"APS_tz17_fp"	409					
409.0	666	4	1	1				"APS_tz17_fp"	409					
410.0	667	3	2	1				"APS_tz17_fp"	410					
410.0	668	4	2	1				"APS_tz17_fp"	410					
411.0	669	3	2	1				"APS_tz17_fp"	411					
411.0	670	5	1	1				"APS_tz17_fp"	411					
412.0	671	3	2	1				"APS_tz17_fp"	412					
412.0	672	4	4	1				"APS_tz17_fp"	412					
413.0	673	2	3	1				"APS_tz17_fp"	413					
413.0	674	3	3	1				"APS_tz17_fp"	413					
414.0	675	3	1	1				"APS_tz17_fp"	414					
414.0	676	4	3	1				"APS_tz17_fp"	414					
415.0	677	4	1	1				"APS_tz17_fp"	415					
416.0	678	3	3	1				"APS_tz17_fp"	416					
417.0	679	3	2	1				"APS_tz17_fp"	417					
417.0	680	4	4	1				"APS_tz17_fp"	417					
418.0	681	3	4	1				"APS_tz17_fp"	418					
419.0	682	2	3	1				"APS_tz17_fp"	419					
419.0	683	3	3	1				"APS_tz17_fp"	419					
420.0	684	3	2	1				"APS_tz17_fp"	420					
420.0	685	4	1	1				"APS_tz17_fp"	420					
421.0	686	3	3	1				"APS_tz17_fp"	421					
422.0	687	3	4	1				"APS_tz17_fp"	422					
423.0	688	4	3	1				"APS_tz17_fp"	423					
424.0	689	4	1	1				"APS_tz17_fp"	424					
425.0	690	4	2	1				"APS_tz17_fp"	425					
426.0	691	5	1	1				"APS_tz17_fp"	426					
427.0	692	4	1	1				"APS_tz17_fp"	427					
428.0	693	4	2	1				"APS_tz17_fp"	428					
429.0	694	3	3	1				"APS_tz17_fp"	429					
429.0	695	4	4	1				"APS_tz17_fp"	429					
430.0	696	4	3	1				"APS_tz17_fp"	430					
431.0	697	4	1	1				"APS_tz17_fp"	431					
431.0	698	5	4	1				"APS_tz17_fp"	431					
432.0	699	4	3	1				"APS_tz17_fp"	432					
432.0	700	5	4	1				"APS_tz17_fp"	432					
433.0	701	4	4	1				"APS_tz17_fp"	433					
435.0	702	4	4	1				"APS_tz17_fp"	435					
436.0	703	3	2	1				"APS_tz17_fp"	436					
436.0	704	4	3	1				"APS_tz17_fp"	436					
437.0	705	3	3	1				"APS_tz17_fp"	437					
437.0	706	4	1	1				"APS_tz17_fp"	437					
438.0	707	4	1	1				"APS_tz17_fp"	438					
439.0	708	2	4	1				"APS_tz17_fp"	439					
440.0	709	3	4	1				"APS_tz17_fp"	440					
441.0	710	3	1	1				"APS_tz17_fp"	441					
441.0	711	5	2	1				"APS_tz17_fp"	441					
442.0	712	5	1	1				"APS_tz17_fp"	442					
443.0	713	4	1	1				"APS_tz17_fp"	443					
443.0	714	5	4	1				"APS_tz17_fp"	443					
444.0	715	5	2	1				"APS_tz17_fp"	444					
445.0	716	3	1	1				"APS_tz17_fp"	445					
445.0	717	4	1	1				"APS_tz17_fp"	445					
447.0	718	3	4	1				"APS_tz17_fp"	447					
447.0	719	4	4	1				"APS_tz17_fp"	447					
448.0	720	3	4	1				"APS_tz17_fp"	448					
449.0	721	3	3	1				"APS_tz17_fp"	449					
449.0	722	4	2	1				"APS_tz17_fp"	449					
450.0	723	3	1	1				"APS_tz17_fp"	450					
451.0	724	4	2	1				"APS_tz17_fp"	451					
452.0	725	4	1	1				"APS_tz17_fp"	452					
453.0	726	5	3	1				"APS_tz17_fp"	453					
454.0	727	4	1	1				"APS_tz17_fp"	454					
454.0	728	4	4	1				"APS_tz17_fp"	454					
455.0	729	4	2	1				"APS_tz17_fp"	455					
456.0	730	4	2	1				"APS_tz17_fp"	456					
456.0	731	5	4	1				"APS_tz17_fp"	456					
457.0	732	12	1	1				"APS_tz17_fp"	457					
458.0	733	4	1	1				"APS_tz17_fp"	458					
458.0	734	5	4	1				"APS_tz17_fp"	458					
459.0	735	4	1	1				"APS_tz17_fp"	459					
459.0	736	5	4	1				"APS_tz17_fp"	459					
460.0	737	4	1	1				"APS_tz17_fp"	460					
461.0	738	4	2	1				"APS_tz17_fp"	461					
462.0	739	4	2	1				"APS_tz17_fp"	462					
463.0	740	11	2	1				"APS_tz17_fp"	463					
463.0	741	12	2	1				"APS_tz17_fp"	463					
464.0	742	4	1	1				"APS_tz17_fp"	464					
465.0	743	4	3	1				"APS_tz17_fp"	465					
466.0	744	4	2	1				"APS_tz17_fp"	466					
466.0	745	5	3	1				"APS_tz17_fp"	466					
467.0	746	4	2	1				"APS_tz17_fp"	467					
467.0	747	5	2	1				"APS_tz17_fp"	467					
468.0	748	5	2	1				"APS_tz17_fp"	468					
469.0	749	4	2	1				"APS_tz17_fp"	469					
469.0	750	5	1	1				"APS_tz17_fp"	469					
470.0	751	4	1	1				"APS_tz17_fp"	470					
471.0	752	4	2	1				"APS_tz17_fp"	471					
472.0	753	3	3	1				"APS_tz17_fp"	472					
473.0	754	4	2	1				"APS_tz17_fp"	473					
474.0	755	4	3	1				"APS_tz17_fp"	474					
475.0	756	5	1	1				"APS_tz17_fp"	475					
476.0	757	5	2	1				"APS_tz17_fp"	476					
477.0	758	11	1	1				"APS_tz17_fp"	477					
478.0	759	4	1	1				"APS_tz17_fp"	478					
479.0	760	4	2	1				"APS_tz17_fp"	479					
480.0	761	4	1	1				"APS_tz17_fp"	480					
480.0	762	5	1	1				"APS_tz17_fp"	480					
481.0	763	4	3	1				"APS_tz17_fp"	481					
482.0	764	3	3	1				"APS_tz17_fp"	482					
483.0	765	11	4	1				"APS_tz17_fp"	483					
483.0	766	12	4	1				"APS_tz17_fp"	483					
484.0	767	3	2	1				"APS_tz17_fp"	484					
484.0	768	4	3	1				"APS_tz17_fp"	484					
485.0	769	3	2	1				"APS_tz17_fp"	485					
485.0	770	4	4	1				"APS_tz17_fp"	485					
486.0	771	3	1	1				"APS_tz17_fp"	486					
486.0	772	5	3	1				"APS_tz17_fp"	486					
487.0	773	4	1	1				"APS_tz17_fp"	487					
487.0	774	4	4	1				"APS_tz17_fp"	487					
488.0	775	3	3	1				"APS_tz17_fp"	488					
488.0	776	4	1	1				"APS_tz17_fp"	488					
488.0	777	5	3	1				"APS_tz17_fp"	488					
489.0	778	4	2	1				"APS_tz17_fp"	489					
490.0	779	4	1	1				"APS_tz17_fp"	490					
490.0	780	5	2	1				"APS_tz17_fp"	490					
490.0	781	6	1	1				"APS_tz17_fp"	490					
491.0	782	4	2	1				"APS_tz17_fp"	491					
491.0	783	5	3	1				"APS_tz17_fp"	491					
492.0	784	4	2	1				"APS_tz17_fp"	492					
493.0	785	5	1	1				"APS_tz17_fp"	493					
493.0	786	6	1	1				"APS_tz17_fp"	493					
494.0	787	4	4	1				"APS_tz17_fp"	494					
494.0	788	6	1	1				"APS_tz17_fp"	494					
495.0	789	5	2	1				"APS_tz17_fp"	495					
495.0	790	6	4	1				"APS_tz17_fp"	495					
496.0	791	3	2	1				"APS_tz17_fp"	496					
496.0	792	5	1	1				"APS_tz17_fp"	496					
497.0	793	4	1	1				"APS_tz17_fp"	497					
497.0	794	5	1	2				"APS_tz17_fp"	497					
498.0	795	3	4	1				"APS_tz17_fp"	498					
498.0	796	5	1	2				"APS_tz17_fp"	498					
499.0	797	3	3	1				"APS_tz17_fp"	499					
499.0	798	4	3	2				"APS_tz17_fp"	499					
500.0	799	3	4	1				"APS_tz17_fp"	500					
500.0	800	5	3	1				"APS_tz17_fp"	500					
501.0	801	3	4	1				"APS_tz17_fp"	501					
502.0	802	3	1	1				"APS_tz17_fp"	502					
502.0	803	4	3	1				"APS_tz17_fp"	502					
504.0	804	4	2	1				"APS_tz17_fp"	504					
505.0	805	4	3	1				"APS_tz17_fp"	505					
506.0	806	4	4	1				"APS_tz17_fp"	506					
506.0	807	5	2	1				"APS_tz17_fp"	506					
507.0	808	3	3	1				"APS_tz17_fp"	507					
507.0	809	4	3	1				"APS_tz17_fp"	507					
508.0	810	3	3	1				"APS_tz17_fp"	508					
508.0	811	5	1	1				"APS_tz17_fp"	508					
509.0	812	3	4	1				"APS_tz17_fp"	509					
509.0	813	5	1	2				"APS_tz17_fp"	509					
510.0	814	4	3	1				"APS_tz17_fp"	510					
511.0	815	3	3	1				"APS_tz17_fp"	511					
511.0	816	5	1	2				"APS_tz17_fp"	511					
512.0	817	5	1	2				"APS_tz17_fp"	512					
513.0	818	3	1	1				"APS_tz17_fp"	513					
513.0	819	4	3	1				"APS_tz17_fp"	513					
514.0	820	4	3	1				"APS_tz17_fp"	514					
515.0	821	3	3	1				"APS_tz17_fp"	515					
515.0	822	4	4	2				"APS_tz17_fp"	515					
516.0	823	3	4	1				"APS_tz17_fp"	516					
517.0	824	3	3	1				"APS_tz17_fp"	517					
517.0	825	5	3	2				"APS_tz17_fp"	517					
518.0	826	3	4	2				"APS_tz17_fp"	518					
519.0	827	3	2	1				"APS_tz17_fp"	519					
519.0	828	5	2	2				"APS_tz17_fp"	519					
520.0	829	3	3	1				"APS_tz17_fp"	520					
521.0	830	4	1	1				"APS_tz17_fp"	521					
522.0	831	3	1	1				"APS_tz17_fp"	522					
522.0	832	5	2	2				"APS_tz17_fp"	522					
523.0	833	3	1	1				"APS_tz17_fp"	523					
523.0	834	4	4	2				"APS_tz17_fp"	523					
524.0	835	4	2	1				"APS_tz17_fp"	524					
524.0	836	6	1	2				"APS_tz17_fp"	524					
525.0	837	4	4	1				"APS_tz17_fp"	525					
526.0	838	4	1	1				"APS_tz17_fp"	526					
527.0	839	4	2	1				"APS_tz17_fp"	527					
527.0	840	5	3	1				"APS_tz17_fp"	527					
528.0	841	3	3	1				"APS_tz17_fp"	528					
528.0	842	4	4	1				"APS_tz17_fp"	528					
529.0	843	3	2	1				"APS_tz17_fp"	529					
529.0	844	4	4	2				"APS_tz17_fp"	529					
530.0	845	3	1	1				"APS_tz17_fp"	530					
530.0	846	5	2	1				"APS_tz17_fp"	530					
531.0	847	3	4	2				"APS_tz17_fp"	531					
532.0	848	5	2	1				"APS_tz17_fp"	532					
532.0	849	6	4	1				"APS_tz17_fp"	532					
533.0	850	3	4	1				"APS_tz17_fp"	533					
533.0	851	4	4	2				"APS_tz17_fp"	533					
534.0	852	4	1	1				"APS_tz17_fp"	534					
534.0	853	5	2	1				"APS_tz17_fp"	534					
535.0	854	5	1	1				"APS_tz17_fp"	535					
536.0	855	4	1	1				"APS_tz17_fp"	536					
536.0	856	5	2	1				"APS_tz17_fp"	536					
537.0	857	4	2	1				"APS_tz17_fp"	537					
537.0	858	5	3	1				"APS_tz17_fp"	537					
538.0	859	5	3	2				"APS_tz17_fp"	538					
539.0	860	4	1	1				"APS_tz17_fp"	539					
539.0	861	5	1	1				"APS_tz17_fp"	539					
540.0	862	4	2	1				"APS_tz17_fp"	540					
541.0	863	7	2	1				"APS_tz17_fp"	541					
541.0	864	8	3	2				"APS_tz17_fp"	541					
542.0	865	4	1	1				"APS_tz17_fp"	542					
542.0	866	5	4	1				"APS_tz17_fp"	542					
543.0	867	4	2	1				"APS_tz17_fp"	543					
544.0	868	3	1	1				"APS_tz17_fp"	544					
545.0	869	4	1	1				"APS_tz17_fp"	545					
545.0	870	5	1	1				"APS_tz17_fp"	545					
546.0	871	4	2	1				"APS_tz17_fp"	546					
547.0	872	4	4	1				"APS_tz17_fp"	547					
547.0	873	6	1	1				"APS_tz17_fp"	547					
548.0	874	5	1	1				"APS_tz17_fp"	548					
548.0	875	6	4	1				"APS_tz17_fp"	548					
549.0	876	5	1	1				"APS_tz17_fp"	549					
550.0	877	4	4	1				"APS_tz17_fp"	550					
551.0	878	4	3	1				"APS_tz17_fp"	551					
551.0	879	5	2	1				"APS_tz17_fp"	551					
552.0	880	1	2	1				"APS_tz17_fp"	552					
553.0	881	4	3	1				"APS_tz17_fp"	553					
554.0	882	5	3	2				"APS_tz17_fp"	554					
555.0	883	8	1	2				"APS_tz17_fp"	555					
556.0	884	3	4	1				"APS_tz17_fp"	556					
557.0	885	3	3	1				"APS_tz17_fp"	557					
558.0	886	7	4	1				"APS_tz17_fp"	558					
559.0	887	4	1	1				"APS_tz17_fp"	559					
559.0	888	6	1	1				"APS_tz17_fp"	559					
561.0	889	4	4	1				"APS_tz17_fp"	561					
562.0	890	3	2	1				"APS_tz17_fp"	562					
563.0	891	3	3	1				"APS_tz17_fp"	563					
564.0	892	4	2	1				"APS_tz17_fp"	564					
565.0	893	3	4	1				"APS_tz17_fp"	565					
566.0	894	4	4	1				"APS_tz17_fp"	566					
567.0	895	3	4	1				"APS_tz17_fp"	567					
567.0	896	4	4	1				"APS_tz17_fp"	567					
568.0	897	4	3	1				"APS_tz17_fp"	568					
569.0	898	4	4	1				"APS_tz17_fp"	569					
569.0	899	5	4	1				"APS_tz17_fp"	569					
570.0	900	4	2	2				"APS_tz17_fp"	570					
570.0	901	5	1	2				"APS_tz17_fp"	570					
571.0	902	3	3	2				"APS_tz17_fp"	571					
571.0	903	4	1	2				"APS_tz17_fp"	571					
572.0	904	3	4	1				"APS_tz17_fp"	572					
573.0	905	4	2	1				"APS_tz17_fp"	573					
574.0	906	3	1	1				"APS_tz17_fp"	574					
575.0	907	3	3	1				"APS_tz17_fp"	575					
576.0	908	4	2	1				"APS_tz17_fp"	576					
577.0	909	4	3	1				"APS_tz17_fp"	577					
578.0	910	4	1	1				"APS_tz17_fp"	578					
579.0	911	4	4	1				"APS_tz17_fp"	579					
